Réponse (French),Answer (English),Contenu,(A),(AD),(H),(HD),A,ABS,AD,ALIM,ANAT,ARCH,ART,BOT,ELEM,FRAG,GÉO,H,HD,MQ,NAT,OBJ,PAYS,RADIO,SC,SCÈNE,SEX,SG,VÊT,color_sum,threat_sum,fading_sum,form_sum,kinesthetics_sum
"Bizarre, je vois un
 bonhomme mais en négatif, c’està-dire que t’as genre les jambes ici
 (montre le blanc), et je sais pas
 pourquoi il a ça sur les jambes,
 une brassière ou je sais pas quoi,
 tu vois, ou un soutif plutôt, et du
 coup la tête est là sauf que les
 proportion sont bizarres, et là c’est
 l’espèce de creux du cou (orange) tu vois, du coup ça fait un super
 cou balaise et il n’y a pas de bras
 Surtout que c’est assez bizarre, il y
 a une ambiance, heu je sais pas
 c’est tout à fait bizarre, mais je le
 vois en négatif c’est ça qui est
 drôle","Strange, I see a
 but in negative, meaning you've got, like, your legs here
 (points to the white), and I don't know
 why he's got this on his legs,
 a bra or something,
 you know, or a bra instead, and so the
 so the head's there except the proportions are
 proportions are weird, and this is the
 the kind of hollow neck (orange) you see, so it makes a super
 neck and no arms
 Especially since it's pretty weird
 atmosphere, uh I don't know
 it's completely bizarre, but I see it
 see it in a negative light, that's what's
 funny",(H) / vêt,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Ça, ça me fait penser à la
 tour Eiffel","This reminds me of the
 eiffel Tower",Arch,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Ça, ça me fait penser à
 genre des crabes qui se baladent
 avec une feuille","That reminds me of
 like crabs walking around
 with a leaf",A / Bot,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Ça, ça me fait penser à
 une fourmi qui se balade genre
 avec une feuille d’automne","That reminds me of
 an ant walking around with, like
 with an autumn leaf",A/ Bot,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
": Ça, ça me fait penser à des
 œufs Il y a plein de trucs qui me font
 penser à de la bouffe là-dedans
 aussi","that reminds me of eggs
 eggs There are a lot of things that make me think
 me think of food in here
 also",Alim,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Tu vois ça, ça me fait
 penser à des crevettes En fait je sais pas, pourtant j’ai
 bien manger à midi, ça me fait
 quand même pas mal penser à de
 la nourriture","You see that, it reminds me
 reminds me of shrimps Actually, I don't know
 had a good lunch, it reminds me
 kind of reminds me of
 food",Alim,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"J’arrive vraiment pas à
 voir l’ensemble, ça, ça me fait
 penser à des hippocampes tu vois,
 et du pesto (rires), vu que je suis
 parti sur le thème de la nourriture
 et du coup il y a de la continuité Elle ne m’inspire pas de trop, c’est
 dommage, c’est la plus colorée, la
 plus….","I really can't
 see the whole thing, it makes me think
 like seahorses, you know,
 and pesto (laughs), since I'm going for
 the theme of food
 and so there's continuity It doesn't inspire me too much, it's a pity
 it's the most colorful, the most
 plus....",A / Alim,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"C’est un peu capillotracté
 un peu après, mais là t’aurai un
 soleil qui se lève un peu comme
 ça, et des usines avec de la fumée
 très sombre, t’as le soleil, et là je
 sais pas quel est l’origine de ce
 truc là en bleu, mais t’as encore
 vraiment cette notion de vent avec
 le côté usine et la fumée qui est un
 peu plus je sais pas rose, je sais
 pas quoi qui est au contact de je
 sais pas quel autre truc et ça
 change de couleur.
 De toute façon tout va dans le
 même sens Voilà, en fait elle m’inspire pas
 beaucoup celle là","It's a bit capillotint
 a bit afterwards, but then you'll have a
 sun rising like this, and factories
 like this, and factories with smoke
 you've got the sun, and now I don't know
 don't know what the origin of this
 blue thing, but you still have this
 the notion of wind with the factory
 the factory side and the smoke that's a little
 a little more I don't know pink, I don't know what
 that's in contact with I don't know
 i don't know what else and it
 changes color.
 Anyway, everything's going in the same direction
 the same way That's it, in fact it doesn't inspire me
 a lot of inspiration",Pays / arch / Elem / Frag,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
": Là ça me fait penser à une
 chèvre (rires), et pour le coup c’est
 pas trop mal je trouve.
 Tu sais, les chèvres et les chiens
 ils ont ça aussi, en fait ils ont une
 truffe, et un espèce de truc ‘fin tu
 vois quoi, et du coup ça (orange),
 ça me fait vachement penser au
 piff d’une chèvre ou d’un … et c’est ça qui crée le trucs avec les
 yeux ici (montre blanc)",": It reminds me of a goat
 goat (laughs), and it's not too bad
 not too bad, I think.
 You know, goats and dogs
 they've got that too, in fact they've got a
 truffle, and a kind of 'fine' thing you
 you know, and then this (orange),
 reminds me a lot of the
 piff of a goat or a ... and that's what creates the trick with the
 eyes here (white watch)",A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"T’as un gouffre tu vois,
 t’as le bord du gouffre là, deux
 types, deux personnes qui se
 tiennent la main et qui essayent de
 genre s’aider à passer au-dessus
 du gouffre tu vois, et toi t’as la vue
 d’en dessous, t’es en contreplongée et tu vois les mecs audessus qui essayent de s’aider à
 traverser le gouffre, tu vois","You've got a chasm, you see,
 you've got the edge of the abyss there, two
 two guys, two people holding hands
 holding hands and trying to
 like help each other over
 the chasm, you see, and you've got the view
 you're in low angle and you see the guys above trying to help each other cross the chasm
 cross the chasm, you know",H / Nat /Scène,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
